book,chapter,section,agent.phrase,agent.pp,perfect,agent.nominality,subject.animacy,participle,agent.realization,lemma
7,29,2,PP,HYPO,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,πληρόω
7,30,2,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,ἵστημι
7,53,1,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐργάζομαι
7,55,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ποιέω
7,58,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,προερέω
7,60,1,PP,PROS,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
7,61,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καλέω
7,62,1,PP,PROS,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καλέω
7,63,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καλέω
7,63,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καλέω
7,72,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καλέω
7,95,2,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,προστάσσω
7,96,2,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,λέγω
7,100,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ποιέω
7,103,2,PP,PARA,NON.PERFECT,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,λέγω
7,103,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἄρχω
7,103,4,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἄρχω
7,105,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἵστημι
7,106,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐξαιρέω
7,106,2,PP,PARA,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,πέμπω
7,107,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐξαιρέω
7,107,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,πολιορκέω
7,107,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,πολιορκέω
7,107,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,αἰνέω
7,108,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,δηλόω
7,110,1,PP,HYPO,NON.PERFECT,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,καταλέγω
7,118,1,DAT,NA,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,αἱρέω
7,122,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἀφίημι
7,136,1,PP,HYPO,NON.PERFECT,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,ὠθέω
7,137,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,πέμπω
7,137,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,προδίδωμι
7,137,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,προδίδωμι
7,137,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἀποθνῄσκω
7,139,3,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐλαύνω
7,139,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,προδίδωμι
7,139,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,αἱρέω
7,142,2,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,λέγω
7,143,2,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
7,146,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,βασανίζω
7,148,2,PP,EK,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐγείρω
7,149,2,PP,EK,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,λέγω
7,149,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἄρχω
7,151,1,PP,PROS,NON.PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,νομίζω
7,152,3,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ποιέω
7,153,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,κτίζω
7,153,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,κτίζω
7,153,4,PP,PROS,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
7,158,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,συνάπτω
7,158,2,PP,NA,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,νέμω
7,159,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἀφαιρέω
7,159,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἀφαιρέω
7,159,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἄρχω
7,163,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἄρχω
7,165,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
7,165,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἄρχω
7,165,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐξελαύνω
7,167,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
7,168,4,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ποιέω
7,169,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἁρπάζω
7,170,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἀναγκάζω
7,173,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καταπατέω
7,175,1,PP,EK,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,λέγω
7,191,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἁρπάζω
7,193,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καταλείπω
7,193,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καταλείπω
7,194,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,ποιέω
7,201,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καλέω
7,203,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,φρουρέω
7,203,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,φρουρέω
7,203,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,φρουρέω
7,209,2,PP,PROS,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,ποιέω
7,213,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,τιμάω
7,217,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,λέγω
7,217,2,PP,HYPO,NON.PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,φυλάσσω
7,220,2,DAT,NA,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λείπω
7,220,3,PP,HYPO,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,χράομαι
7,220,4,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,πέρθω
7,223,1,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐπιστέλλω
7,223,3,PP,HYPO,NON.PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,καταπατέω
7,228,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἀποπέμπω
7,229,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,μεθίημι
7,235,3,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,αἱρέω
7,237,1,PP,HYPO,NON.PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,ἡσσάομαι
7,237,2,PP,EK,NON.PERFECT,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,λέγω
8,2,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,λέγω
8,5,1,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ἀναπείθω
8,7,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ὁράω
8,7,2,PP,PARA,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,φαίνω
8,8,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ἀποδείκνυμι
8,13,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ποιέω
8,24,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ὁράω
8,26,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,λέγω
8,27,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἡσσάομαι
8,27,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,περιέπω
8,34,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἀποπέμπω
8,41,3,DAT,NA,NON.PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ὑπέκκειμαι
8,43,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐξανίστημι
8,43,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐξανίστημι
8,46,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἀποπέμπω
8,53,2,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,καταστορέννυμι
8,55,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐμπίμπρημι
8,55,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,κελεύω
8,56,1,DAT,NA,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,κυρόω
8,57,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,βουλεύω
8,60B,1,DAT,NA,NON.PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,ὑπέκκειμαι
8,60B,1,DAT,NA,NON.PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,ὑπέκκειμαι
8,62,2,PP,HYPO,NON.PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,κτίζω
8,65,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,κείρω
8,73,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἄρχω
8,75,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἡσσάομαι
8,79,1,PP,HYPO,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐξοστρακίζω
8,80,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,ποιέω
8,82,2,DAT,NA,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐκπληρόω
8,86,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,διαφθείρω
8,96,2,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,λέγω
8,96,2,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,λέγω
8,96,2,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,λέγω
8,98,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐξευρίσκω
8,100,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,βουλεύω
8,100,4,PP,EN,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,δηλέομαι
8,100,5,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,δοκέω
8,105,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,αἱρέω
8,105,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,πωλέω
8,105,2,PP,PARA,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,τιμάω
8,107,1,DAT,NA,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,πορεύω
8,110,2,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ἀναγιγνώσκω
8,111,2,PP,PROS,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,αἰτέω
8,113,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,ποιέω
8,114,1,PP,EKS,NON.PERFECT,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,δίδωμι
8,115,4,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἁρπάζω
8,119,1,PP,EKS,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
8,119,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,λέγω
8,124,2,PP,PROS,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,τιμάω
8,125,2,PP,PROS,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,τιμάω
8,127,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐξανίστημι
8,135,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
8,135,3,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,λέγω
8,136,1,PP,EKS,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,δίδωμι
8,138,3,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
8,140A,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἀποπέμπω
8,141,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐκπίπτω
8,141,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐκπίπτω
8,144,4,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,ἐκπληρόω
9,7A,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἀδικέω
9,7A,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,καταπροδίδωμι
9,8,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,τειχίζω
9,11,1,PP,HYPO,NON.PERFECT,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,ἀδικέω
9,16,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καλέω
9,17,4,PP,HYPO,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,διαβάλλω
9,26,7,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,ἀγωνίζομαι
9,26,7,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,κατεργάζομαι
9,26,7,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,κατεργάζομαι
9,27,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,κατεργάζομαι
9,27,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἐξελαύνω
9,27,5,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,ἀποδείκνυμι
9,31,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἀντιτάσσω
9,32,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,τάσσω
9,33,1,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,τάσσω
9,37,3,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,φυλάσσω
9,37,4,PP,HYPO,NON.PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,αἱρέω
9,38,1,DAT,NA,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,μισθόω
9,43,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ποιέω
9,45,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,δοκέω
9,48,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
9,50,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ταράσσω
9,50,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἀποκλείω
9,52,1,DAT,NA,NON.PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,σύγκειμαι
9,60,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,προδίδωμι
9,60,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,προδίδωμι
9,64,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἀποθνήσκω
9,65,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,τρέπω
9,66,1,PP,APO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,λείπω
9,66,1,PP,EKS,NON.PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,ποιέω
9,72,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ἀποδείκνυμι
9,75,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐξεργάζομαι
9,75,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἀποθνήσκω
9,76,1,DAT,NA,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,καταστορέννυμι
9,78,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,ἐργάζομαι
9,81,2,PP,PROS,NON.PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,λέγω
9,84,1,PP,HYPO,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,ἀφανίζω
9,85,2,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,διαφθείρω
9,87,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,δοκέω
9,89,4,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,κατακόπτω
9,90,1,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,πέμπω
9,100,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,παρασκευάζω
9,101,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,λέγω
9,104,1,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,προστάσσω
9,108,1,DAT,NA,NON.PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,κατεργάζομαι
9,109,3,DAT,NA,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,ἐφευρίσκω
9,111,5,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,πράσσω
9,116,3,PP,NA,NON.PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,πολιορκέω
9,120,1,PP,HYPO,NON.PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,λέγω
9,122,4,PP,HYPO,NON.PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,ἡσσάομαι
